address,tel,city,category,site,discount_desc
"ΚΑΛΥΦΤΑΚΗ 5, ΤΚ 14564, ΚΗΦΙΣΙΑ",2111887120,"Αθήνα,Κηφισιά","ΚΑΤΑΣΤΗΜΑΤΑ, Μοδα",www.notos.gr/AMERICANEAGLE,"10% OFF ΣΤΙΣ ΙΣΧΥΟΥΣΕΣ ΤΙΜΕΣ ΤΩΝ ΚΑΤΑΣΤΗΜΑΤΩΝ. ΤΟ ΠΟΣΟΣΤΟ ΕΚΠΤΩΣΗΣ ΑΦΟΡΑ ΤΑ ΦΥΣΙΚΑ ΚΑΤΑΣΤΗΜΑΤΑ ΜΟΝΟ. ΣΥΝΔΥΑΖΕΤΑΙ ΜΕ ΑΛΛΕΣ ΠΡΟΩΘΗΤΙΚΕΣ. ΔΕΝ ΣΥΝΔΥΑΖΕΤΑΙ ΜΕ ΕΚΠΤΩΣΕΙΣ.

* εξαιρούνται τα Aerie undies και τα clearance."
"ΟΔΟΣ ΑΓΧΙΑΛΟΥ 53, ΤΚ 69100, ΚΟΜΟΤΗΝΗ",2531036242,Κομοτηνή,"Bars/Pubs, Εστιατορια, Καφετεριες, Ξενοδοχεια",www.anatoliahospitality.com/KOMOTINI,"10% ΞΕΝΟΔΟΧΕΙΟ, ΜΠΑΡ, ΚΑΦΕΤΕΡΙΑ, ΕΣΤΙΑΤΟΡΙΟ."
"7ΗΣ ΜΕΡΑΡΧΙΑΣ 139, TK 65403, ΚΑΒΑΛΑΣ",2510600250,Καβάλα,"Γυμναστηρια/Fitness, Κομμωτηρια, Ξενοδοχεια",www.egnatiahotel.gr,"13% ΑΠΟ ΤΟΝ ΕΠΙΣΗΜΟ ΤΙΜΟΚΑΤΑΛΟΓΟ ΞΕΝΟΔΟΧΕΙΟ, ΓΥΜΝΑΣΤΗΡΙΟ 10%, SPA 10%."
"ΟΔΟΣ ΝΕΑΠΟΛΗΣ, 81100, ΜΥΤΙΛΗΝΗ",2251061531,"Λέσβος,Μυτιλήνη",Ξενοδοχεια,www.elysion.gr/el,15% ΑΠΟ ΤΙΣ ΤΙΜΕΣ ΠΟΡΤΑΣ.
"ΕΡΜΟΥ 5, ΤΚ 66132, ΔΡΑΜΑ",2521027622,Δράμα,Σχολες Ξενων Γλωσσων,www.tsiridou.gr,25% ΣΕ ΔΙΑΔΙΚΤΥΑΚΑ ΜΑΘΗΜΑΤΑ ΑΓΓΛΙΚΗΣ ΓΛΩΣΣΑΣ.
"Γ.ΒΟΡΑΖΑΝΗ 3, ΤΚ 66100, ΔΡΑΜΑ",2521031520,Δράμα,Ξενοδοχεια,www.marianna-hotel.gr,"15% ΑΝΑ ΔΩΜΑΤΙΟ, ΒΑΣΗ ΤΩΝ ΕΚΑΣΤΟΤΕ ΤΙΜΩΝ ΠΟΥ ΕΧΕΙ ΤΟ ΞΕΝΟΔΟΧΕΙΟ ΣΤΗΝ ΙΣΤΟΣΕΛΙΔΑ ΤΟΥ BOOKING.COM."
"ΑΝΤΙΚΑ 7, ΤΚ 67100, ΞΑΝΘΗ",2541025421,Ξάνθη,Μουσεια/Γκαλερι/Αξιοθεατα,www.fex.org.gr,50%.
"ΜΗΤΡΟΠΟΛΕΩΣ 88, TK 10555",2103219237,Αθήνα,ΗΥ/Φωτογραφικες Μηχανες/Gadgets,www.detroitshop.blogspot.com,20% ΣΤΟ DETROIT ATHENS.
"ΟΔΟΣ ΖΕΜΕΝΟΥ, ΤΚ 32004, ΑΡΑΧΩΒΑ",2267031204,Αράχωβα,"Bars/Pubs, Εστιατορια, Καφετεριες, Ξενοδοχεια",www.hanizemenou.gr/el,"15% ΞΕΝΟΔΟΧΕΙΟ, 15% ΜΠΑΡ, 15% ΚΑΦΕΤΕΡΙΑ, 15% ΕΣΤΙΑΤΟΡΙΟ"
"ΑΚΤΗΣ ΜΙΑΟΥΛΗ 87, ΤΚ 18538, ΠΕΙΡΑΙΑΣ",2267031640,"Αθήνα,Πειραιάς",Ξενοδοχεια,www.domotel.gr/el/hotel-anemolia,15% ΓΙΑ ΤΗΝ ΠΕΡΙΟΔΟ 15/3 ΕΩΣ 25/10 ΕΞΑΙΡΟΥΜΕΝΩΝ ΤΩΝ ΕΟΡΤΑΣΤΙΚΏΝ ΠΕΡΙΟΔΩΝ ΚΑΙ ΕΠΙΣΗΜΩΝ ΑΡΓΙΩΝ & 10% ΤΗΝ 26/10 ΕΩΣ 14/3.
"ΦΙΛΕΛΛΗΝΩΝ 15, ΤΚ 65302, ΚΑΒΑΛΑ",2510620664,Καβάλα,"Αλλο, Σχολες Ξενων Γλωσσων",www.lingua.com.gr/home,30% ΣΤΗ ΣΧΟΛΗ ΞΕΝΩΝ ΓΛΩΣΩΝ ΚΑΙ 30% ΣΤΗ ΠΛΗΡΟΦΟΡΙΚΗ.
"Δ. ΔΗΜΑΔΗ 1, ΤΚ 64100, ΚΑΒΑΛΑ",2592023230,Καβάλα,Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης,www.korifi.net,10% στα σεμινάρια κατάρτισης.
"Λεωφ. Κηφισίας 328, Κηφισιά",2106230310,"Κηφισιά,Νέα Ερυθραία","Οφθαλμιατροι/Οδοντιατροι/Αλλοι Γιατροι, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",www.biotypos.gr,"Το Ιατρικό Διαγνωστικό Κέντρο - Βιότυπος παρέχει σε όλους τους κατόχους της «Κάρτας Νέων», καθώς και στα μέλη των οικογενειών τους (α’ βαθμού συγγένειας) τα εξής προνόμια"
"Λ. Βεΐκου 43, Γαλάτσι",2102132500,Γαλάτσι,"Οφθαλμιατροι/Οδοντιατροι/Αλλοι Γιατροι, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",www.biotypos.gr,"Το Ιατρικό Διαγνωστικό Κέντρο - Βιότυπος παρέχει σε όλους τους κατόχους της «Κάρτας Νέων», καθώς και στα μέλη των οικογενειών τους (α’ βαθμού συγγένειας) τα εξής προνόμια"
"ΠΗΧΕΩΝ 1 ΠΛΑΤΕΙΑ ΝΤΟΛΤΣΟ, TK 52100, ΚΑΣΤΟΡΙΑ",2467021604,Καστοριά,Ξενοδοχεια,www.orologopoulos.gr,15% στη διαμονή.
ΕΙΡΗΝΗΣ 46 ΤΚ 15121 ΠΕΥΚΗ,2106148535,Πεύκη,"Οφθαλμιατροι/Οδοντιατροι/Αλλοι Γιατροι, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",www.biotypos.gr,"Το Ιατρικό Διαγνωστικό Κέντρο - Βιότυπος παρέχει σε όλους τους κατόχους της «Κάρτας Νέων», καθώς και στα μέλη των οικογενειών τους (α’ βαθμού συγγένειας) τα εξής προνόμια"
"ΟΥΛΩΦ ΠΑΛΜΕ 13, ΤΚ 15771, ΖΩΓΡΑΦΟΥ",2107470710,Ζωγράφου,"Οφθαλμιατροι/Οδοντιατροι/Αλλοι Γιατροι, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",www.biotypos.gr,"Το Ιατρικό Διαγνωστικό Κέντρο - Βιότυπος παρέχει σε όλους τους κατόχους της «Κάρτας Νέων», καθώς και στα μέλη των οικογενειών τους (α’ βαθμού συγγένειας) τα εξής προνόμια"
ΠΑΤΗΣΣΙΩΝ 173 ΤΚ 11252 ΑΘΗΝΑ,2108670052,Αθήνα,"Οφθαλμιατροι/Οδοντιατροι/Αλλοι Γιατροι, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",www.biotypos.gr,"Το Ιατρικό Διαγνωστικό Κέντρο - Βιότυπος παρέχει σε όλους τους κατόχους της «Κάρτας Νέων», καθώς και στα μέλη των οικογενειών τους (α’ βαθμού συγγένειας) τα εξής προνόμια"
Α. ΠΑΠΑΝΔΡΕΟΥ 2 ΚΑΙ ΣΕΡΙΦΟΥ 2 ΤΚ 15127 ΜΕΛΙΣΣΙΑ,2106095590,Μελίσσια,"Οφθαλμιατροι/Οδοντιατροι/Αλλοι Γιατροι, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",www.biotypos.gr,"Το Ιατρικό Διαγνωστικό Κέντρο - Βιότυπος παρέχει σε όλους τους κατόχους της «Κάρτας Νέων», καθώς και στα μέλη των οικογενειών τους (α’ βαθμού συγγένειας) τα εξής προνόμια"
"ΙΕΡΑ ΟΔΟΣ 281, ΤΚ12244, ΑΙΓΑΛΕΩ",2105989859,Αιγάλεω,"Οφθαλμιατροι/Οδοντιατροι/Αλλοι Γιατροι, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",www.biotypos.gr,"Το Ιατρικό Διαγνωστικό Κέντρο - Βιότυπος παρέχει σε όλους τους κατόχους της «Κάρτας Νέων», καθώς και στα μέλη των οικογενειών τους (α’ βαθμού συγγένειας) τα εξής προνόμια"
"ΠΕΡΙΚΛΕΟΥΣ 39, ΤΚ15561, ΧΟΛΑΡΓΟΣ",2106541832,Χολαργός,"Οφθαλμιατροι/Οδοντιατροι/Αλλοι Γιατροι, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",www.biotypos.gr,"Το Ιατρικό Διαγνωστικό Κέντρο - Βιότυπος παρέχει σε όλους τους κατόχους της «Κάρτας Νέων», καθώς και στα μέλη των οικογενειών τους (α’ βαθμού συγγένειας) τα εξής προνόμια"
"ΛΕΟΦΩΡΟΣ ΠΕΝΤΕΛΗΣ 13, ΤΚ 15233, ΧΑΛΑΝΔΡΙ",2106894509,Χαλάνδρι,"Οφθαλμιατροι/Οδοντιατροι/Αλλοι Γιατροι, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",www.biotypos.gr,"Το Ιατρικό Διαγνωστικό Κέντρο - Βιότυπος παρέχει σε όλους τους κατόχους της «Κάρτας Νέων», καθώς και στα μέλη των οικογενειών τους (α’ βαθμού συγγένειας) τα εξής προνόμια"
"Γραβιά, TK 330 57, Γραβιά Φωκίδας",2265091735,Φωκίδα,"Αλλο, Μουσεια/Γκαλερι/Αξιοθεατα",www.chanigravias.gr,"50% επί της τιμής του εισιτηρίου των 4,00 ευρώ που ισχύει για την ε λόγω ηλικιακή κατηγορία της Κάρτας Νέων (13-30), καθώς και έκπτωση 10% επί των τιμών πώλησης των ειδών και προϊόντων που διατίθενται στο Θεματικό Πωλητήριο του Χανίου."
"ΚΑΡΑΝΑΣΙΟΥ 1, ΤΚ 42100, ΤΡΙΚΑΛΑ",2431074777,Τρίκαλα,Ξενοδοχεια,,20% ΣΤΗ ΔΙΑΜΟΝΗ Β/Β (ΜΕ ΠΡΩΙΝΟ).
"Αχαρνών 424, ΤΚ 11143, Πατήσια",2102528185,"Αθήνα,Πατήσια","Καφετεριες, ΦΑΓΗΤΟ & ΠΟΤΟ",www.facebook.com/Cafe-Soledad-%CE%9C%CE%B9%CE%BA%CF%81%CE%BF%CE%B3%CE%B5%CF%8D%CF%83%CE%B5%CE%B9%CF%82-145739122186236,10% επί του τιμοκαταλόγου.
"Πλατείας Αγίου Μάρκου 15, ΤΚ 29100, Ζάκυνθος",2695048982,Ζάκυνθος,"Μουσεια/Γκαλερι/Αξιοθεατα, ΠΟΛΙΤΙΣΜΟΣ & ΨΥΧΑΓΩΓΙΑ",www.zakynthos-museumsolomos.gr,50% στο εισιτήριο εισόδου.
"Παύλου Μελά 11, ΤΚ 12131, Περιστέρι",2108835618,"Αθήνα,Περιστέρι","Αλλο, Μαθηματα Χορου/Θεατρου/Τεχνης, ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ",www.groovehousestudios.gr,"Έκπτωση 10% στο σεμινάριο Ερμηνευτικής προσέγγισης με τη Νατάσσα Μποφίλιου,
10% στο σεμινάριο δημιουργικής γραφής με τον Γεράσιμο Ευαγγελάτο,
10% στο σεμινάριο μελοποίησης με το Θέμη Καραμουρατίδη,
10% στο εργαστήριο μακιγιάζ,
10% στα ιδιαίτερα μαθήματα φωνητικής."
"ΕΥΣΤΑΘΙΟΥ ΚΑΡΕΛΙΑ 13, ΚΑΛΑΜΑΤΑ",2721095346,Καλαμάτα,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",WWW.AREADNE.GR,"25% στα εξ αποστάσεως σεμινάρια μοριοδότησης για τις προκηρύξεις των Σχολείων Δεύτερης Ευκαιρίας, Δημόσια ΙΕΚ, ΙΕΚ ΟΑΕΔ και Κέντρα Δια Βίου Μάθησης Δήμων.

25% έκπτωση για την απόκτηση πιστοποιητικού γνώσης πληροφορικής αναγνωρισμένο από τον ΑΣΕΠ."
"Πίνδου 20, Καλαμπάκα, Τρίκαλα",2432024959,Τρίκαλα,Μουσεια/Γκαλερι/Αξιοθεατα,www.meteoramuseum.gr,20% επί του εισιτηρίου εισόδου και 20% για τις αγορές από το πωλητήριο του Μουσείου.
"Χειμάρας 5 Ρέθυμνο, Κρήτη",2831052530,Ρέθυμνο,"Μουσεια/Γκαλερι/Αξιοθεατα, ΠΟΛΙΤΙΣΜΟΣ & ΨΥΧΑΓΩΓΙΑ",www.cca.gr,50% στο εισιτήριο εισόδου.
,reservations@staygenerator.com,,"Αλλο, ΤΟΥΡΙΣΜΟΣ",www.staygenerator.com,"Η Generator είναι μια από τις κορυφαίες εταιρίες κοινόχρηστων καταλυμάτων και lifestyle στον κόσμο, καθώς είναι γνωστή για την υψηλή ποιότητα υπηρεσιών και τις φιλικές τιμές της πάντα με γνώμονα την εμπειρία.



Τα καταλύματα βρίσκονται στις κεντρικότερες τοποθεσίες σε 15 προορισμούς σε όλη την Ευρώπη, συμπεριλαμβανομένων της Μαδρίτης, της Βαρκελώνης, του Παρισιού, της Ρώμης, του Βερολίνου, της Βενετίας, του Αμβούργου, του Άμστερνταμ, του Λονδίνου, του Δουβλίνου, της Στοκχόλμης, της Κοπεγχάγης.




Χρίστηκε από την Fast Company μέσα στις 50 κορυφαίες πιο καινοτόμες παγκόσμιες εταιρείες.



Πώς να χρησιμοποιήσετε την έκπτωση;



- Βάλτε τον κωδικό GENEYCA κατά την κράτηση μέσω της ιστοσελίδας.



- Πρέπει να είστε κάτοχος της Ευρωπαϊκής Κάρτας Νέων κατά τη στιγμή της κράτησης.



- Θα σας ζητηθεί να δείξετε μια Ευρωπαϊκή Κάρτα Νέων κατά την άφιξή σας στο κατάλυμα.



- Σε περίπτωση που δεν δείξετε έγκυρη Ευρωπαϊκή Κάρτας Νέων, η κράτησή σας θα ακυρωθεί αυτόματα, με το ενδεχόμενο να ισχύει ποινή χρέωσης."
"Λεωφόρος Αλεξάνδρας 31Α, ΤΚ 11473, Αθήνα",2121068629,Αθήνα,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σχολες Ξενων Γλωσσων",www.euphoriayouthlab.eu,20% στα ταχύρυθμα τμήματα ξένων γλωσσών.
"Δ. Γούναρη 227, ΤΚ 16674, Γλυφάδα",2109639049,"Αθήνα,Γλυφάδα","Αλλο, Ενοικίαση/Πώληση Κατοικιών, Λογιστικα/Φοροτεχνικα, ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης, ΥΠΗΡΕΣΙΕΣ",www.mbc.gr,"20% σε υπηρεσίες λογιστηρίου,

50% σε έξοδα λογιστηρίου σε start ups,

20% σε ενοικίαση γραφείου,

20% σε ενοικίαση για φορολογική έδρα,

15% σε ενοικίαση χώρων εκδηλώσεων,

20% στα εκπαιδευτικά σεμινάρια."
"Τρίκλινο, Κέρκυρα",2661049968,Κέρκυρα,"Αλλο, ΚΑΤΑΣΤΗΜΑΤΑ",www.corfustore.gr,10% για αγορές άνω των 20 ευρώ.
"Λ.  Ασκληπιού 27, Λυγουριό, Αργολίδα",2753022587,"Αργολίδα,Λυγουριό","Μουσεια/Γκαλερι/Αξιοθεατα, ΠΟΛΙΤΙΣΜΟΣ & ΨΥΧΑΓΩΓΙΑ",,50% επί του εισιτηρίου γενικής εισόδου στο μουσείο.
"Εθνικής Αντιστάσεως και Σκαλτσά, Καλάβρυτα",2107210052,Καλάβρυτα,Ξενοδοχεια,www.kalavritacanyon.gr,15% στις επίσημες αναρτημένες τιμές ανά δωμάτιο.
"ΚΟΥΜΠΑΡΗ 1, ΤΚ 106-74, ΑΘΗΝΑ",2103671000,Αθήνα,"Μουσεια/Γκαλερι/Αξιοθεατα, ΠΟΛΙΤΙΣΜΟΣ & ΨΥΧΑΓΩΓΙΑ",WWW.BENAKI.GR,Έκπτωση 20%.
"Πλατεία Λασσάνη 14, Κοζάνη",2461022505,Κοζάνη,"Ξενοδοχεια, ΤΟΥΡΙΣΜΟΣ",www.anesis-hotel.gr,15% σε όλους τους διαθέσιμους τύπους δωματίων (RR).
"ΑΣΠΡΗ ΠΛΑΚΑ, ΤΚ 22010, ΒΥΤΙΝΑ, ΑΡΚΑΔΙΑ",2795029029,"Αρκαδία,Βυτίνα",Ξενοδοχεια,,Έκπτωση 15%.
"ΕΥΡΙΠΙΔΟΥ 18 & ΑΙΟΛΟΥ, ΤΚ 10559, ΑΘΗΝΑ",2103231164,Αθήνα,"Αλλο, Μαθηματα Χορου/Θεατρου/Τεχνης, ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ",WWW.KEM-ANOGIANAKIS.GR,25% ΕΚΠΤΩΣΗ ΣΕ ΟΛΑ ΤΑ ΣΕΜΙΝΑΡΙΑ ΟΡΓΑΝΩΝ ΚΑΙ ΤΡΑΓΟΥΔΙΟΥ.
"ΛΥΚΟΥΡΓΟΥ ΛΟΓΟΘΕΤΗ 141, ΤΚ 83200, ΚΑΡΛΟΒΑΣΙ, ΣΑΜΟΣ",2273034108,Σάμος,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.mekaegean.gr,Έκπτωση 10%.
"ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ 21, ΤΚ 26221, ΠΑΤΡΑ",2610273671,Πάτρα,"Αλλο, ΚΑΤΑΣΤΗΜΑΤΑ",www.facebook.com/Lainis.Jewelry,Έκπτωση 10% σε επιλεγμένα προϊόντα.
"Άγιος Λουκάς, TK 84600, Μύκονος",2289026563,Μύκονος,"Αλλο, Ενοικιαζομενα Δωματια/Ξενωνες, Ενοικιασεις Αυτοκινητων,Ποδηλατων,Μοτοσυκλετων, Σκαφών, Ξενοδοχεια, ΤΑΞΙΔΙΑ & ΜΕΤΑΦΟΡΕΣ, ΤΟΥΡΙΣΜΟΣ",www.azzurrotravel.gr,"20% έκπτωση στο ξενοδοχείο ATLANTIS BEACH RESIDENCE για τους μήνες Απρίλιο, Μάιο, Σεπτέμβριο, Οκτώβριο. 

20% στο ξενοδοχείο ANAGRAM BOUTIQUE HOTEL για τους μήνες Απρίλιο, Μάιο, Σεπτέμβριο, Οκτώβριο. 


20% στο ξενοδοχείο EDEM GARDEN RESIDENCE για τους μήνες Απρίλιο, Μάιο, Σεπτέμβριο, Οκτώβριο.


20% στο ξενοδοχείο ELENA STUDIOS AND SUITES για τους μήνες Απρίλιο, Μάιο, Σεπτέμβριο, Οκτώβριο.


15% στο ξενοδοχείο ATLANTIS BEACH RESIDENCE για τους μήνες Ιούνιο, Ιούλιο, Αύγουστο.


10% στο ξενοδοχείο ANAGRAM BOUTIQUE HOTEL για τους μήνες Ιούνιο, Ιούλιο, Αύγουστο.


10% στο ξενοδοχείο ELENA STUDIOS AND SUITES για τους μήνες Ιούνιο, Ιούλιο, Αύγουστο.


10% έκπτωση σε (10) διαφορετικά καταλύματα που συνεργάζεται η επιχείρηση από το μήνα Απρίλιο έως και το μήνα Οκτώβριο.


20% έκπτωση στις υπηρεσίες μεταφορών τις εταιρίας εντός της νήσου Μυκόνου. 


10% σε ενοικίασή αυτοκινήτων και δίτροχων οχημάτων σε όλους τους τύπους.


20% έκπτωση στην ενοικίαση ιστιοπλοϊκού σκάφους.


20% έκπτωση για συμμετοχή σε οργανωμένες εκδρομές με ιστιοπλοϊκό σκάφος.


10% έκπτωση για συμμετοχή σε όλες τις οργανωμένες εκδρομές στο νησί της Μυκόνου (Εκδρομή στο νησί της Δήλου με ξενάγηση, Γύρος νησιού κτλπ)."
"ΠΑΝΟΡΑΜΑ ΚΑΛΛΙΦΥΤΟΥ, ΤΚ 66100, ΔΡΑΜΑ",6936947707,Δράμα,"ΑΘΛΗΤΙΣΜΟΣ, Αλλο, Υπαιθρια Σπορ",WWW.MULTIPLETRAILS.COM,15% ΕΚΠΤΩΣΗ ΣΕ ΟΛΕΣ ΤΙΣ ΔΡΑΣΕΙΣ ΟΡΕΙΝΗΣ ΠΟΔΗΛΑΣΙΑΣ & ΠΕΖΟΠΟΡΙΑΣ ΚΑΙ ΣΤΑ ΥΠΑΙΘΡΙΑ ΣΠΟΡ.
"Θεσσαλονίκης 82, ΤΚ 60134, Κατερίνη",2351181287,Κατερίνη,"Αλλο, Ινστιτούτα Αισθητικής / BEAUTY Ticket, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",WWW.FACEBOOK.COM/%CE%9C%CE%9A-%CE%9A%CE%AD%CE%BD%CF%84%CF%81%CE%BF-%CE%A0%CE%BF%CE%B4%CE%BF%CE%BB%CE%BF%CE%B3%CE%AF%CE%B1%CF%82-%CE%9A%CE%B1%CE%BB%CE%BB%CF%89%CF%80%CE%B9%CF%83%CE%BC%CE%BF%CF%8D-%CE%86%CE%BA%CF%81%CF%89%CE%BD-105201944437557/?__TN__=KC-R&EID=ARAREHTV43ZRJFPTCKHWBL49SPM2C4JS5-VHUNIZW3XFYDOGGSI7WNMPBQMTRLOURDQMVAGJ4YI-G-DA&HC_REF=ARRR3N_VB42ZBNCKOQ_2FFO_T1KZIWKEPOSI79RUJ-V47XV_XGWWGQW6HHOSCJWJI_O&FREF=NF&__XTS__[0]=68.ARDYHZALBLY41K68YC230ZXUGAVKVUAMTWDU5PVMCUZNJWA226DVHD1E3ZG3H-T3JCGFJ9YJYISILJ-4FXJPLA_U_KWNZAPAEHULEWNZGLI-OWSZUQGYU5HQCAK2BUE_BTQO6TA7XZIQO-4D8JERQ1LBNTDAAZAFURFK442EJDJEE1Z4M6O5YVDX4NB4ZWXNIIXCZTCZJLK9_HSKGNF1WLQZJHHNWCSGN3ZRH5WF62E_MJ9HMEH2K4EFVZHXPDKSBPIAU78HZ0W6Q6HNCI2ANOTWDTNLKVBDSS08QIFA-V6QTZ8_AOYB3BTMRJ-P9NWGBVUVSEPVHWPXHLE3_RI9SRW,10% έκπτωση σε υπηρεσίες περιποίησης χεριών - ποδιών.
ΧΡΥΣΟΛΩΡΑ 12 ΠΕΡΙΣΤΕΡΙ 12132,2105756800,Περιστέρι,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.firsthelp.gr,15% έκπτωση επί του αρχικού κόστους του κάθε εκπαιδευτικού προγράμματος.
"ΕΔΕΣΣΗΣ 17, ΤΚ 59132, ΒΕΡΟΙΑ",2331120342,Βέροια,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης, Σχολες Ξενων Γλωσσων",www.akadimoskek.gr,10% στα εκπαιδευτικά προγράμματα.
"Βίγλα, Βαρειά Μυτιλήνη, Λέσβος",2251045857,Λέσβος,"Ξενοδοχεια, ΤΟΥΡΙΣΜΟΣ",www.heliotrope.gr,10% έκπτωση στις τιμές διανυκτέρευσης της επίσημης ιστοσελίδας www.heliotrope.gr.
"Γερακάρη 25, ΤΚ 74100, Ρέθυμνο",2831036121,Ρέθυμνο,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.eeli.edu.gr/portfolio/electronic-book,15% στις υπηρεσίες.
"ΣΤΑΜΑΘΙΟΥΔΑΚΗ 98 ΚΟΥΜΠΕΣ, TK 74100, ΡΕΘΥΜΝΟ",2831024111,Ρέθυμνο,"Αλλο, ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ",WWW.MBS.COM.GR,-20% ΣΤΙΣ ΕΙΔΙΚΟΤΗΤΕΣ 2ΕΤΟΥΣ ΦΟΙΤΗΣΗΣ.
"ΣΟΦΟΚΛΕΟΥΣ 9, ΤΚ 81132, ΜΥΤΙΛΗΝΗ",2251040200,Μυτιλήνη,Ξενοδοχεια,WWW.PYRGOSSOFOKLEOUS.GR,10% ΕΚΠΤΩΣΗ ΕΠΙ ΤΗΣ ΤΙΜΗΣ ΤΟΥ ΔΩΜΑΤΙΟΥ ΧΩΡΙΣ ΤΟ ΦΟΡΟ ΔΙΑΝΥΚΤΕΡΕΥΣΗΣ.
"ΑΝΩΓΕΙΩΝ 36, ΤΚ 71304, ΗΡΑΚΛΕΙΟ ΚΡΗΤΗΣ",2813008298,Ηράλειο Κρήτης,Υπηρεσιες Υγειας,,ΣΤΗΝ ΠΡΩΤΗ ΕΠΙΣΚΕΨΗ ΑΠΌ 30€ ΣΤΑ 25€ ΚΑΙ ΟΙ ΕΠΟΜΕΝΕΣ ΔΙΑΤΡΟΦΕΣ (ΔΕΚΑΗΜΕΡΕΣ) ΑΠΟ 20€ ΣΤΑ 15€.
"ΑΛΕΞΕΙΚΑ, ΠΙΝΑΚΑΤΕΣ ΠΗΛΙΟΥ, ΤΚ 37010, ΜΑΓΝΗΣΙΑ",6972207251,Πήλιο,"Ενοικιαζομενα Δωματια/Ξενωνες, ΤΟΥΡΙΣΜΟΣ",www.efipoi.gr,10% στις υπηρεσίες διαμονής επί των αναγραφόμενων τιμών των υπηρεσιών αυτόν.
"25ης Αυγούστου 17, 71202 Ηράκλειο Κρήτη",18175 ή 8011175000,"Αθήνα,Ηράλειο Κρήτης,Πειραιάς","Λεωφορεια/Τρενα/Αεροπλανα/Πλοια, ΤΑΞΙΔΙΑ & ΜΕΤΑΦΟΡΕΣ",www.minoan.gr,"20% έκπτωση στα εισιτήρια, σε όλες τις κατηγορίες θέσεων επιβατών (εκτός Deck και VIP Seats στο εσωτερικό  και Junior Suites και Delux Cabins στο εξωτερικό), στις γραμμές της Κρήτης και της Αδριατικής που δραστηριοποιείται η εταιρεία, επί των αναγραφόμενων τιμών των υπηρεσιών / προϊόντων αυτών."
"ΤΣΟΝΤΟΥ ΒΑΡΔΑ 21, T.K 73100, ΧΑΝΙΑ ΚΡΗΤΗ",2821057629,Χανιά,"Ινστιτούτα Αισθητικής / BEAUTY Ticket, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",,"20% ΣΤΗΝ LASER ΑΠΟΤΡΙΧΩΣΗ, 30% ΣΤΟ ΚΑΘΑΡΙΣΜΟ ΠΡΟΣΩΠΟΥ."
"ΜΠΕΤΤΟΛΟ 1, Τ.Κ 73100, ΧΑΝΙΑ",2821504684,Χανιά,"Ενοικιαζομενα Δωματια/Ξενωνες, Ξενοδοχεια, ΤΟΥΡΙΣΜΟΣ",www.facebook.com/EliaHotels/,Έκπτωση στα παρακάτω ξενοδοχεία και ενοικιαζόμενα δωμάτια
"ΑΝΔΡΕΟΥ ΚΡΗΤΗΣ 1, ΤΚ 71202, ΗΡΑΚΛΕΙΟ ΚΡΗΤΗΣ",2810281025,Ηράλειο Κρήτης,"ΥΓΕΙΑ & ΟΜΟΡΦΙΑ, Υπηρεσιες Υγειας",WWW.ADASKALAKIS.GR,10% ΣΕ ΟΛΕΣ ΤΙΣ ΥΠΗΡΕΣΙΕΣ.
